ASIN,Title,Description,Price,List_price,Image_URL
B07KPZZTGS,"Power Bank 25000mAh Huge Capacity BCM Portable Charger Battery Pack Backup Battery Power Pack Dual Inputs 3 Output Ports with Intelligent LCD Compatible Smartphone, Tablet and More",BCM 25000mAh Power BankHuge Capacity,$33.99,,
B01K702S66,"Anker PowerCore Fusion, Portable Charger 5000mAh with Dual USB Wall Charger, Foldable Plug and PowerIQ, Battery Pack for iPhone, iPad, Android, Samsung Galaxy and More",5000,$25.97,,https://images-na.ssl-images-amazon.com/images/I/51LVZM3MZBL._SL1000_.jpg
B079RC1MNV,"Anker PowerCore Lite 10000mAh, USB-C Input (Only), High Capacity Portable Charger, Slim and Light External Battery for iPhone, Samsung Galaxy, and More",The Light and Compact 10000mAh Portable Charger,$33.99,,https://images-na.ssl-images-amazon.com/images/I/61d65EWnxZL._SL1500_.jpg
B00Z9QVE4Q,"Anker PowerCore 13000, Compact 13000mAh 2-Port Ultra-Portable Phone Charger Power Bank with PowerIQ and VoltageBoost Technology for iPhone, iPad, Samsung Galaxy (Black)",,,$36.99,https://images-na.ssl-images-amazon.com/images/I/61Xr%2B5pcOBL._SL1500_.jpg
B01MSESWO6,LG V20 Battery BL-44E1F Genuine Battery V20 Stylo 3 H910 H918 V995 LS997,Genuine OEM Battery LG BL-44E1F 3200mAh for LG V20 Stylo 3 H910 H918 V995 LS997,$12.47,,https://images-na.ssl-images-amazon.com/images/I/513rmfN94sL._SL1300_.jpg
B00KG45W08,"[Upgraded] Poweradd Slim 2 Most Compact 5000mAh External Battery 2.1A Ouput Portable Charger with Smart Charge for iPhones, iPad, Samsung Galaxy, HTC and More - Blue",,$12.99,,https://images-na.ssl-images-amazon.com/images/I/61uEqZLL-4L._SL1200_.jpg
B072KJRJ45,"Galaxy Note 4 Battery RAVPower 3220mAh Li-ion Replacement Battery for Samsung Note 4 N910, N910U 4G LTE, N910V(Verizon), N910T(T-Mobile), N910A(AT&T), N910P(Sprint), NFC Wallet Capable","Any question, please email RAVPower support for help.",$13.99,,https://images-na.ssl-images-amazon.com/images/I/51aX%2BLX4fSL._SL1000_.jpg
B0742NFNN9,"Dual USB Portable Charger - 12,000mAh External Battery Pack - Ultra Slim and Light with Built-in AC Plug and Micro USB Cable - Charges iPhone, Android and More - Pocket Juice by Tzumi",With,$20.99,,https://images-na.ssl-images-amazon.com/images/I/61eXAKakmEL._SL1500_.jpg
B06XS9RMWS,"Anker [Upgraded to 6700mAh] Astro E1 Candy-Bar Sized Ultra Compact Portable Charger, External Battery Power Bank, with High-Speed Charging PowerIQ Technology",Charge your phone on the go.,$23.99,,https://images-na.ssl-images-amazon.com/images/I/51ZNGqPlA0L._SL1200_.jpg
B00VWV8LD4,"Aibocn Power Bank 10,000mAh External Battery Charger with Flashlight for Phone iPad Samsung Galaxy Smartphones Tablet - Upgraded",,$11.99,,https://images-na.ssl-images-amazon.com/images/I/61BII%2BKoNUL._SL1200_.jpg
B01A6L85CC,"Portable Charger Jackery Bolt 6000 mAh - Power bank with built in Lightning Cable [Apple MFi certified] iPhone Battery Charger External Battery Pack, TWICE as FAST as Original iPhone Charger",,$29.99,,https://images-na.ssl-images-amazon.com/images/I/51w3zK98wTL._SL1250_.jpg
B07HK2JB2Q,"Battery Case for iPhone X/XS, 4000mAh Portable Protective Charging Case Extended Rechargeable Battery Pack Charger Case Compatible with iPhone X/XS / 10 (5.8 inch) (Black)",,$39.95,,https://images-na.ssl-images-amazon.com/images/I/61jib88CkBL._SL1500_.jpg
B00IN9HI2I,"Samsung 2800mAh OEM Battery for Galaxy S5, Black/Silver (Discontinued by Manufacturer)","1 Piece - OEM Original Samsung Battery for the Samsung Galaxy S5. Reliable battery power for your Galaxy S5 The Galaxy S5 Battery (2800 mAh) is a high-quality Lithium-Ion battery that has been designed specifically to deliver the most reliable and long-lasting power for your Samsung Galaxy S5. Additional power when you need it. Our Lithium-Ion Battery, exclusively for Samsung Smartphones, offers longer battery life, is reliable and safe, having gone through an exhausting testing and certification process. For long travels or extended use, have the peace of mind of an extra Samsung battery on hand when you need it.",$9.63,,https://images-na.ssl-images-amazon.com/images/I/51Hbe16-MRL._SL1024_.jpg
B01G1XH46M,"Portable Charger RAVPower 22000mAh External Battery Pack 22000 Power Banks 5.8A Output 3-Port (2.4A Input, iSmart 2.0 USB Ports, Li-polymer Phone Charger) For Smartphone Tablet – Black",,$41.99,,https://images-na.ssl-images-amazon.com/images/I/51k-8SdMX9L._SL1000_.jpg
B00MQSMEEE,"External Battery Pack RAVPower 16750mAh Portable Charger, Time-Tested Phone Charger with Dual 2.0 USB Ports & Flashlight, 4.5A Max Output Cell Phone Battery Power Pack for iPhone & Android Devices",,$33.99,,https://images-na.ssl-images-amazon.com/images/I/5187G1XrfkL._SL1000_.jpg
B01JIWQPMW,"Anker PowerCore 26800 Portable Charger, 26800mAh External Battery with Dual Input Port and Double-Speed Recharging, 3 USB Ports for iPhone, iPad, Samsung Galaxy, Android and Other Smart Devices",26800,,$65.99,https://images-na.ssl-images-amazon.com/images/I/61vj2BPDpuL._SL1500_.jpg
B01CU1EC6Y,"Anker PowerCore 5000, Ultra-Compact 5000mAh External Battery with High-Speed Charging Technology, Power Bank for iPhone, iPad, Samsung Galaxy and More",The Ultra-Compact Portable Charger,$21.99,,https://images-na.ssl-images-amazon.com/images/I/616ZChk8IvL._SL1500_.jpg
B00X5RV14Y,"Anker PowerCore 20100 - Ultra High Capacity Power Bank with 4.8A Output, PowerIQ Technology for iPhone, iPad and Samsung Galaxy and More (Black)","High-speed-charging, long-lasting, portable power.",$49.99,,https://images-na.ssl-images-amazon.com/images/I/61shKFqUzSL._SL1500_.jpg
B0194WDVHI,"Anker PowerCore 10000 Portable Charger, One of The Smallest and Lightest 10000mAh External Battery, Ultra-Compact High-Speed-Charging-Technology Power Bank for iPhone, Samsung Galaxy and More (Black)",PowerCore 10000,$31.99,,https://images-na.ssl-images-amazon.com/images/I/51npXeK2FNL._SL1500_.jpg
B01MZ61PRW,"Anker PowerCore+ 26800 PD with 30W Power Delivery Charger, Portable Charger Bundle for MacBook Air / iPad Pro 2018, iPhone XS Max / X / 8, Nexus 5X / 6P, and USB Type-C Laptops with Power Delivery",,$129.99,,https://images-na.ssl-images-amazon.com/images/I/61lTwA-yxbL._SL1500_.jpg
B005X1Y7I2,"Anker PowerCore+ Mini, 3350mAh Lipstick-Sized Portable Charger (Premium Aluminum Power Bank), One of The Most Compact External Batteries, Compatible with iPhone Xs/XR, Android Smartphones and More","Anker PowerCore+ mini The often copied but never equalled lipstick-shaped portable charger is now better than ever. From Anker, America's Leading Charging Brand Faster and safer charging with our leading technology 30 million+ happy users and counting Same Size, Better Performance The original lipstick tube design. Now upgraded with premium quality battery cells to ensure superior performance and safety. PowerIQ Intelligent high-speed charging for all your devices. Convenient LED Indicator Light lets you know how much juice is left. MultiProtect Safety System Surge protection, short circuit protection and premium LG battery cells keep you and your devices safe. World Famous Warranty At Anker, we believe in our products. That's why we back them all with an 18-month warranty and provide friendly, easy-to-reach support. Notes: Use the included Micro-USB cable, your original cable or a third-party certified one (such as MFi); AC adapter not included. Please use your original Apple charging cable (not included) to charge Apple products. Compatible with most USB-charged devices, including iPhone 8 / X / XS / XS Max / XR (Lightning cable required), Android smartphones and tablets (including the Nexus 7). Not compatible with the iPod nano, iPod Classic; Not for devices with an input below 50mA (e. g. some Bluetooth headsets and GPS devices). To enable USB-A output, press the button below the output before connecting your device. The rated capacity (minimum output) is 2010mAh. What's in the Box 1 Anker PowerCore+ mini portable charger 1 Micro USB cable 1 travel pouch 1 welcome guide",$19.99,,https://images-na.ssl-images-amazon.com/images/I/51awY5QATdL._SL1000_.jpg
B078MTB4JV,New OEM Samsung EB-BG530CBU EB-BG530CBZ BATTERY Galaxy Grand Prime SM-G530,,$7.90,,
B06XRVHDLM,ZMI PowerPack 10K Smallest Lightest 10000mAh Battery Pack Fast Charging Portable Charger Pocket Power Bank for iPhone iPad Samsung (Nexus Pixel 2/XL Require Special Cord) Phone Cords Sold Separately,,$21.99,,https://images-na.ssl-images-amazon.com/images/I/71fXAkgX3aL._SL1401_.jpg
B07LBB49XL,Lumina 5200 mAh Ultra Compact Portable Charger External Battery Power Bank with High-Speed Charging Technology,"Sophisticated Design: strong and durable polycarbonate shell for a compact drop resistant body Fastest Charge, Every Time: intelligent microprocessors detect the ideal voltage and amperage to deliver to your device for the quickest charge High powered 5,200 mAH capacity with one USB output: 5V 2A offers backup power for your devices while out of the house Lifetime Warranty: contact us any time by checking Your Orders and clicking Contact Seller",$16.99,,
B07CZDXDG8,INIU Portable Charger 10000mAh Power Bank High-Speed 2 USB Ports with Flashlight External Battery Backup Ultra Compact Slim Powerbank Compatible with iPhone X 8 7 6s 6 Plus 5s 5 Samsung Cell Phone,,$19.99,,https://images-na.ssl-images-amazon.com/images/I/6154K%2BQyY6L._SL1500_.jpg
B00P7N0320,Anker Astro E1 5200mAh Candy bar-Sized Ultra Compact Portable Charger (External Battery Power Bank) with High-Speed Charging PowerIQ Technology (Black),Charge your phone on the go.,$19.99,,https://images-na.ssl-images-amazon.com/images/I/51d9d8sNarL._SL1200_.jpg
B00KR9FT4Q,"RAVPower 2800mAh Galaxy S4 Li-ion Replacement Battery with NFC Function for Samsung I337, Verizon I545, Sprint L720, T-Mobile M919, R970, I9500, I9505 (Not for Galaxy S4 Active or S4 Mini)","Upgrade the Battery, Upgrade Your Life! What makes this battery unique?",$13.99,,https://images-na.ssl-images-amazon.com/images/I/510XbI0GjvL._SL1000_.jpg
B015WXEGMW,"Genuine OEM Samsung BATTERY EB-BG530BBE for J3, J5, Grand prime non Retail Packaging",,$9.22,,https://images-na.ssl-images-amazon.com/images/I/71AtK6EBVuL._SL1500_.jpg
B07GJ25MGQ,"Wireless Portable Charger, Hokonui 10000mAh 10W Fast Qi Wireless Power Bank with 18W Power Delivery, Type-C, QC 3.0 Ports and LED Displaly External Battery Pack for iPhone, iPad, Samsung and More","HOKONUI Wireless Portable Charger is made of high quality material, simple, elegant and compatible with any Qi standard mobile phones and devices. Provide you a comfortable, secure and fast charging experience.",$33.99,,https://images-na.ssl-images-amazon.com/images/I/51piyTl26tL._SL1000_.jpg
B07DDF8CNK,"Anker PowerCore 10000 Redux, Ultra-Small Power Bank, 10000mAh Portable Charger for iPhone, Samsung Galaxy, and More",PowerCore 10000 Redux,$33.99,,https://images-na.ssl-images-amazon.com/images/I/61LN69va5IL._SL1500_.jpg
B07HVRGZX6,"Battery Case for iPhone 7/8, 4000mAh Portable Protective Charging Case Compatible with iPhone 7/8 (4.7 inch) Rechargeable Extended Battery Charger Case (Black)",,$35.95,,https://images-na.ssl-images-amazon.com/images/I/612%2BTYtQzwL._SL1500_.jpg
B07F1DYK72,"Galaxy S5 Battery Acevan 2950mAh Li-ion Battery Replacement for Samsung Galaxy S5, Verizon G900V, Sprint G900P, T-Mobile G900T, AT&T G900A, G900F, G900H, G900R4, I9600 [3 Year Warranty]","Acevan replacement batteries are made of best quality grade A+ cell in battery market, build-in special microchip to prevent against short-circuiting, over-charging, over-discharging and over-heating, greatly extended the li-ion battery life.",$15.99,,https://images-na.ssl-images-amazon.com/images/I/6134cvtdupL._SL1001_.jpg
B075LBHQVZ,"Portable Charger RAVPower 20000mAh USB External Battery Pack Dual iSmart 2.0 USB Ports, 3.4A Max Output, 2A Input Power Bank iPhone, iPad, Galaxy Android Devices",Travel safely and with plenty of power when using the,$37.99,,https://images-na.ssl-images-amazon.com/images/I/51SrrufD%2BUL._SL1000_.jpg
B01LA941IG,"POWERADD Pilot 4GS 12000mAh 8-Pin Input Portable Charger External Battery Pack with 3A High-Speed Output Compatible with iPhone, iPad, iPod, Samsung and More - Rose Gold (MFi 8-Pin Cable Include)",,$26.99,,https://images-na.ssl-images-amazon.com/images/I/71NZRMSg4zL._SL1280_.jpg
B077JD63PN,"AUKEY USB-C Power Bank, 20000mAh Portable Charger with Quick Charge 3.0, Battery Pack Compatible Nintendo Switch, iPhone, Samsung and More",,$47.99,,https://images-na.ssl-images-amazon.com/images/I/71w02GJfgcL._SL1500_.jpg
B07GVB15PJ,"Portable Charger Power Bank, Hokonui 20000mAh External Battery Packs Quick Charge 3.0 with 3 Inputs & 3 Outputs Compatible Samsung Galaxy S9 Plus/S9/S8 Plus/S8, Tablet, and More",,,$39.99,https://images-na.ssl-images-amazon.com/images/I/61xfFpqeGJL._SL1000_.jpg
B07K2MGGJV,"Battery Case for iPhone XR, 5000mAh Portable Charging Case Protective Extended Battery Charger Case Compatible with iPhone XR (Black)",Extended Rechargeable Portable Battery Case is designed to charge and protect your iPhone XR (6.1 inch ONLY),$39.98,,https://images-na.ssl-images-amazon.com/images/I/61uCgHAhsvL._SL1500_.jpg
B01LRQDAEI,"USB C Power Bank RAVPower 26800mAh PD Portable Charger (Fast Recharged in 4.5 Hours, 30W Type C Output) external battery pack for Nintendo Switch, USB-C Laptops, 2016 MacBook Power Delivery Support",,$79.99,,https://images-na.ssl-images-amazon.com/images/I/51G-0uCxPjL._SL1000_.jpg
B01LQ81QR0,"Anker PowerCore II 20000, 20100mAh Portable Charger with Dual USB Ports, PowerIQ 2.0 (up to 18W Output) Power Bank, Fast Charging for iPhone, Samsung and More (Compatible with Quick Charge Devices)",The Ultra-High Capacity Portable Charger with Upgraded Compatibility,$59.99,,https://images-na.ssl-images-amazon.com/images/I/61oTbNkaVyL._SL1500_.jpg
B06XZ6KSG3,"Portable Charger 32000 RAVPower 32000mAh Battery Pack 6A Output, USB Power Banks for iPhone Xs, iPhone X, Galaxy and More (3-Port, 2.4A Input, Triple iSmart 2.0 USB)","When heading out for a journey, nobody wants to be disappointed by the lack of power. Made just for you, the RAVPower 32000mAh power pack can keep you pumped up with battery for at least 10 days.",,,https://images-na.ssl-images-amazon.com/images/I/510PWKPklJL._SL1000_.jpg
B01N0X3NL5,"Anker PowerCore Speed 20000, 20000mAh Qualcomm Quick Charge 3.0 & PowerIQ Portable Charger, with Quick Charge Recharging, Power Bank for Samsung, iPhone, iPad and More",,$49.99,,https://images-na.ssl-images-amazon.com/images/I/61XD9Ey%2BZvL._SL1500_.jpg
B01N98UZRP,mophie juice pack wireless - Charge Force Wireless Power - Wireless Charging Protective Battery Pack Case for iPhone 7 Plus – Black,,$49.99,$99.95,https://images-na.ssl-images-amazon.com/images/I/71fHn38T6kL._SL1500_.jpg
B00BW0X892,Samsung Galaxy S4 Replacement Battery (2600mAh) without Warranty (Discontinued by Manufacturer),SAMSUNG uses the latest Lithium Ion battery technology giving you the best performance possible. Lithium Ion batteries are designed specifically for your SAMSUNG mobile phone to deliver the most reliable and long lasting power,$10.40,,
B07DN5NP13,"2225 mAh Battery Replacement Compatible for iPhone 6s, NOHON High Capacity Li-ion Battery with Complete Repair Tool Kit and Instructions - Included 24 Months Warranty",,$25.99,,https://images-na.ssl-images-amazon.com/images/I/61TIO7K%2BctL._SL1001_.jpg
B07HRM9YWX,"Power Bank, 22400mAh Portable Phone Charger Musfun External Battery with LCD Screen, 2.1A Input Port, and 2 Charging Ports for Smart Phone, Tablets and Other Devices, Black",,$32.99,,https://images-na.ssl-images-amazon.com/images/I/71iOUT04tpL._SL1500_.jpg
B01KQEDEGG,GETIHU Phone Charger 10000mAh Portable Power Bank Ultra Slim LED Flashlight Mobile External Battery Backup Thin 2 USB Ports Powerbank for iPhone X 8 7 6 Plus Android Cell Phone iPad (Black),3 Charges for iPhone7:,$14.99,,https://images-na.ssl-images-amazon.com/images/I/51DXNb-fldL._SL1000_.jpg
,Duracell DL1/3N CR1/3N 3V Lithium Battery 3 Pack,Replacement Biomedical Battery for Mentor Corp Tono-Pen XL Tonometer. This Lithium battery has a nominal voltage of 3.0V and a rated capacity of 0.16Ah.,$11.25,,https://images-na.ssl-images-amazon.com/images/I/81iSW1Yzk1L._SL1500_.jpg
B07GFFGB2G,"[Upgraded] Portable Charger, BONAI Stripe Power Bank 10,000mAh External Battery Pack and Flashlight Compatible with iPhone X 8 7 7+ Plus 6s 8 Galaxy S8 S7 Note 8 and Other Phone & Tablet (Black)",,$11.49,,https://images-na.ssl-images-amazon.com/images/I/6183bmRHKTL._SL1200_.jpg
B072MH1434,"Anker PowerCore II 10000, Ultra-Compact 10000mAh Portable Charger, Upgraded PowerIQ 2.0 (up to 18W Output), Fast Charge for iPhone, Samsung Galaxy and More (Compatible with Quick Charge Devices)",The Compact High-Capacity Portable Charger with Upgraded Compatibility,$35.99,,https://images-na.ssl-images-amazon.com/images/I/61zzKBsxqHL._SL1500_.jpg
B07G26S5V8,"Omars Battery Pack Power Bank 10000mAh USB C Battery Bank Slimline Portable Charger with Dual USB Output Compatible with iPhone Xs/XR/XS Max/X, iPad, Galaxy S9 / Note 9, Huawei Mate 20 Pro",,$15.99,,https://images-na.ssl-images-amazon.com/images/I/61tcah9Qe%2BL._SL1000_.jpg
B00DD6LCQY,Samsung Original Genuine OEM Samsung Galaxy S3 2100 mAh Spare Replacement Li-Ion Battery with NFC Technology for All Carriers - Non-Retail Packaging - Silver,"Samsung Galaxy S III Standard Battery (2100mA). Samsung uses the latest Lithium Ion battery technology giving you the best performance possible. This Lithium Ion battery is designed specifically for your Samsung Galaxy S3 mobile phone to deliver the most reliable and long lasting power (2100 mAh). The Galaxy S III 2100 mAh battery is also NFC-enabled, letting your phone communicate with other devices and accessories equipped with NFC technology. OEM Part Numbers: EB-L1G6LL/EB-L1G6LLA/EB-L1G6LLZBXAR/EB-L1G6LLU/EB-L1G6LLUCSTD. This Battery is compatible with the following Samsung cell phone models: Samsung Galaxy S III SCH i535 - Samsung Galaxy S III SCH R530 - Samsung Galaxy S III SGH i747 - Samsung Galaxy S III SGH T999 - Samsung Galaxy S III SPH L710.",$8.99,,
B072KJQMP4,Galaxy S5 Battery RAVPower 2800mAh Replacement Battery for Samsung Galaxy S5 SM-G900F SM-G900H SM-G900A(AT&T) SM-G900TR SM-G900P(Sprint) SM-G900T(T-Mobile) SM-G900R(U.S. Cellular) Without NFC,,$13.99,,https://images-na.ssl-images-amazon.com/images/I/51bFUd5RIyL._SL1000_.jpg
B07HSP9SLW,"Battery Case for iPhone 8 Plus/ 7 Plus 8500mAh, Upgraded HETP Protective Rechargeable Extended Battery Pack for iPhone 7Plus Charging Case for Apple iPhone 8Plus Portable Power Bank (5.5 inch) - Black",1. Compatible with iPhone 7plus/8plus (Not works on others ),$34.95,,https://images-na.ssl-images-amazon.com/images/I/61aedEdbixL._SL1500_.jpg
B0157RHV8O,"[Upgraded] POWERADD Pilot X7 20000mAh Power Bank Dual USB Port External Battery Pack LED Flashlight Portable Charger Compatible For iPhone XS Max, 8, 7 Plus, iPad Pro, Mini, Galaxy S9 More - Black+Red",,$26.99,$49.99,https://images-na.ssl-images-amazon.com/images/I/713HKrH%2BjuL._SL1200_.jpg
B014ZO46LK,"Anker PowerCore+ 20100 USB-C, Ultra-High Capacity Premium Portable Charger, 20100mAh External Battery, 6A Output Type-C Port for USB-C MacBooks, Nexus 6P/5X & PowerIQ for iPhone, iPad, Samsung & More",The Premium Portable Charger,$69.99,,https://images-na.ssl-images-amazon.com/images/I/51GgCzt9vGL._SL1000_.jpg
B07BHL5DWL,"Aslanka Battery for iPhone 6s,New 0 Cycle of 2200 mAh Replacement Battery, Full Set of Repair Tools Include Adhesive & Instruction and Screen Protector -[2 Year Warranty]",,$24.99,,https://images-na.ssl-images-amazon.com/images/I/618DM5D72xL._SL1200_.jpg
B07L1CP5QM,"iPhone 6 6s 7 8 Battery Case, Rechargeable Extended Battery Charger Case for iPhone 6 6s 7 8 (4.7 inch) 4000mAh Portable Protective Charging Case (Black)",In order to improve the performance and battery life for your iPhone 6/6s/7/8 (4.7 inches ONLY). We designed External Protective Portable Charger Battery Case.,$36.59,,https://images-na.ssl-images-amazon.com/images/I/71XCOUPGsXL._SL1500_.jpg
,Apple Smart Battery Case (for iPhone 6s) - Charcoal Gray,,$86.67,$99.00,https://images-na.ssl-images-amazon.com/images/I/7116AOdXC5L._SL1500_.jpg
B07JYKP712,"Wireless Charger Power Bank,KAPPET 20000mAh External Battery Charger Pack Portable Charger Battery Pack Portable Charger for iPhone Xs,iPhone XR,iPhone X,iPhone 8, Galaxy S8 S9 S7 Note 8/9","KAPPET 20000mAh Wireless Charger Power Bank ▶You can Charge Up to 3 Devices Simultaneously : 2*Wired charging + 1*Wireless charging. ▶No need to take more cable on your trip save your limited Space. ▶Beautiful and Simple,an excellent novel and unique gifts. ▶Perfect battery pack for everyday use,travel,camping or hiking, emergencies, commuters and families. KUPPET Devices compatibility: (no receiver required) Samsung Galaxy Note 8 S8/S8 Plus S7/S6 / S6 Edge/Note 5 iPhone X/8/8 Plus Nokia Lumia 920/ 928 HTC 8X, HTC Droid DNA,HTC Rzound,HTC Incredible 4G LTE Moto Droid Turbo,Moto Droid Maxx, Droid Mini Google Nexus 6 /4 /5/ 7(2013) LG D1L, LG LTE2, LG G2 (Verizon) Blackberry Z30 (Verizon) KUPPET Wireless Receiver Add-on Compatibility Samsung Galaxy S5/S4/S3,Note2/Note3/Note4 IPhone 7/IPhone 7 Plus /iPhone 6 Plus,iPhone 6 and other iPhones Tips: The switch must be turned on before using wireless charger power bank What you will get ▶KUPPET wireless charger power bank ▶Micro USBCharging Cable X1 ▶User Manual X1",$39.95,,
B012NIQG5E,"Power Bank RAVPower 26800 Portable Charger 26800mAh Total 5.5A Output 3-Ports External Battery Packs (2.4A Input, iSmart 2.0 USB Power Pack) Portable Phone Charger iPhone, iPad Other Smart Devices",,$56.99,,https://images-na.ssl-images-amazon.com/images/I/515IMrxMWfL._SL1000_.jpg
B07D2FS5CM,"AC Outlet Portable Charger Battery Pack - 20000mAh 100W/110V(Max.) Travel Power Bank with Built in AC Outlet and 2 USB Ports for MacBook, MacBook Pro, Laptops, Smartphones, 2-Year Warranty",,$82.99,,https://images-na.ssl-images-amazon.com/images/I/71FtGGEuhPL._SL1500_.jpg
B01AASN2U6,OEM Lg Mobile Bl-45b1f Standard Battery 3000mah for Lg V10 Non Retail Package,LG BL-45B1F OEM Replacement Battery for LG V10 H900 Stylo2 H901 VS990 LS775,$8.40,,https://images-na.ssl-images-amazon.com/images/I/51CqS662RXL._SL1001_.jpg
B0176HQ1O8,"AUKEY 20000mAh Power Bank, Portable Charger with 2 Inputs, 3.4A Dual-USB Output Battery Pack Compatible iPhone Xs/XS Max / 8 / Plus, iPad Pro and More",,$33.99,,https://images-na.ssl-images-amazon.com/images/I/71UWqCvGp9L._SL1500_.jpg
B07D3ZH8R6,"Aduro 20,000mAh Battery Pack Power Bank, External Battery Charger Compatible with iPhone Android Smartphone Tablet Portable Power Backup Charges Any USB Device (Black)",,$29.99,,https://images-na.ssl-images-amazon.com/images/I/71oCGvOKCEL._SL1500_.jpg
B07BS5VZS5,Uowlbear Replacement iPhone 6 Battery for iPhone 6 A1586 A1589 A1549 with Tools Kit -1810mAh 3 Year Warranty,,$13.99,,https://images-na.ssl-images-amazon.com/images/I/71-%2BzqWJcLL._SL1500_.jpg
B07KJLDH9Z,"iPhone XS MAX Battery Case, 4000mAh Portable Protective Charging Case Extended Rechargeable Battery Pack for iPhone XS MAX (6.5 inch) Charger Case/Black",,$39.85,,https://images-na.ssl-images-amazon.com/images/I/611jsD8iqCL._SL1500_.jpg
B076DXWPHS,"AC Outlet Portable Laptop Charger (TSA-Approved), Jackery PowerBar 77Wh/20800mAh 85W (100W Max.) Travel Laptop Power Bank & External Battery Pack for HP, Notebooks, MacBook and Other Laptops",,$129.99,,https://images-na.ssl-images-amazon.com/images/I/61C382N8zpL._SL1500_.jpg
B00D1HLUP8,Samsung Original Genuine OEM Spare 2600 mAh Replacement Battery for Samsung Galaxy S4 - Non-Retail Packaging - Silver (Discontinued by Manufacturer),For Samsung Galaxy S4 - Non-Retail Packaging - Silver,$8.99,,
B07BS6NJ4S,"IBESTWIN 3.8V 1440mAh Replacement Battery for iPhone 5 with Replacement Tool Kits, Adhesive Strip and Instruction - 2 Years Warranty (Not for 5S or 5C)",,$16.99,,https://images-na.ssl-images-amazon.com/images/I/61ik44wzNKL._SL1000_.jpg
B075V1SGPJ,"Galaxy S6 Battery IBESTWIN 2750mAh 3.85V Li-Polymer Internal Replacement Battery EB-BG920ABE for Samsung Galaxy S6 G920A at&T, G920V Version, G920T T-Mobile, G920P Sprint with Remove Tool Kit",,$18.99,,https://images-na.ssl-images-amazon.com/images/I/610A39A60aL._SL1097_.jpg
B00U1DD3LO,Samsung Galaxy S5 Li-ion Replacement Battery 2PK OEM Spare 2800mAh w/NFC Genuine (Bulk Packaging),"Features: - Voltage:3.7-4.2V,Capacity:2800 mAh,Compatible with the original battery cover door. - STRONG BATTERY : Quality high capacity battery cell,Grade AAA cells ensure longer battery life (500+ cycles) and high-speed,efficient charging. - SAFE BATTERY : Anti-over charge protection,Anti-over discharge protection,Protection against short circuit,Anti-explosion protection. - SMART BATTERY : Power control chip,Dual Protection IC. - Battery Type:High capacity Li-ion Battery.Tested under strict quality control standards. CE and ROHS certified.Compatible Models:Samsung Galaxy S5 SM-G900F / Samsung Galaxy S5 SM-G900T / Samsung Galaxy S5 SM-G900P / Samsung Galaxy S5 SM-G900A / Samsung Galaxy S5 SM-G900AZ / Samsung Galaxy S5 SM-G900T1 / Samsung Galaxy S5 SM-G900R6 / Samsung Galaxy S5 SM-G900V / Samsung Galaxy S5 Active SM-G870A Package includes:2 pcs High Capacity Samsung Galaxy S5 Battery EB-BG900BBC EB-BG900BBE EB-BG900BBU For Samsung Galaxy S5 SM-G900F / Samsung Galaxy S5 SM-G900T / Samsung Galaxy S5 SM-G900P / Samsung Galaxy S5 SM-G900A / Samsung Galaxy S5 SM-G900AZ / Samsung Galaxy S5 SM-G900T1 / Samsung Galaxy S5 SM-G900R6 / Samsung Galaxy S5 SM-G900V / Samsung Galaxy S5 Active SM-G870A 2800 mAh",$21.95,,https://images-na.ssl-images-amazon.com/images/I/71WD-pD1LyL._SL1500_.jpg
B072155XVX,"Anker PowerCore 13000 C (USB-C Input only), Compact 13000mAh 2-Port Ultra Portable Phone Charger, Power Bank with PowerIQ and VoltageBoost Technology, for iPhone, Samsung Galaxy and More",,$39.99,,https://images-na.ssl-images-amazon.com/images/I/51mkTksjoXL._SL1200_.jpg
B071Y3358B,"Aibocn Mini Power Bank 8000mAh Slim Portable External Charger with Fast Charging Technology for iPhone Samsung Galaxy Tablets and More, Black",,$12.99,,https://images-na.ssl-images-amazon.com/images/I/61ummILiTFL._SL1200_.jpg
B01JHI2SOQ,"Galaxy S7 Battery Case, Alpatronix BX420 4500mAh Slim External Protective Rechargeable Portable Charging Case Charger Cover for Samsung Galaxy S7 Juice Bank Power Pack [Android OS 8.0+ (Oreo)] - Black",,$39.95,,https://images-na.ssl-images-amazon.com/images/I/81MLKYjdXyL._SL1500_.jpg
B01HFNMG10,Samsung Galaxy Note 4 Standard Battery 3220mAh - Black/Silver (Bulk Packaging),"Original Samsung Replacement Battery for Galaxy Note 4 with SD Reader Card USB in Bulk Packaging.NFC enabled allowing your handset to communicate with other NFC enabled devices.Works with Samsung Galaxy Note 4, N910, N910U 4G LTE, N910V(Verizon), N910T(T-Mobile), N910A(AT&T), N910P(Sprint).",$9.34,,
B073FJ9X2J,26800mAh Power Bank Portable Charger USB Type C Battery Pack with 3 Input & 4 iSmart Output for MacBook Nintendo Switch iPhone iPad Nexus Samsung Huawei (Black),,,$59.99,https://images-na.ssl-images-amazon.com/images/I/51uDxq1xfnL._SL1000_.jpg
